"data","dt_sin_pri","n"
"2020-06-17",2020-03-05,251
"2020-06-17",2020-03-06,281
"2020-06-17",2020-03-07,290
"2020-06-17",2020-03-08,355
"2020-06-17",2020-03-09,484
"2020-06-17",2020-03-10,668
"2020-06-17",2020-03-11,592
"2020-06-17",2020-03-12,804
"2020-06-17",2020-03-13,955
"2020-06-17",2020-03-14,1074
"2020-06-17",2020-03-15,1382
"2020-06-17",2020-03-16,1613
"2020-06-17",2020-03-17,1541
"2020-06-17",2020-03-18,1756
"2020-06-17",2020-03-19,1782
"2020-06-17",2020-03-20,2560
"2020-06-17",2020-03-21,1930
"2020-06-17",2020-03-22,1910
"2020-06-17",2020-03-23,2461
"2020-06-17",2020-03-24,2072
"2020-06-17",2020-03-25,2101
"2020-06-17",2020-03-26,2027
"2020-06-17",2020-03-27,2023
"2020-06-17",2020-03-28,1928
"2020-06-17",2020-03-29,1831
"2020-06-17",2020-03-30,2119
"2020-06-17",2020-03-31,1882
"2020-06-17",2020-04-01,2903
"2020-06-17",2020-04-02,2138
"2020-06-17",2020-04-03,2216
"2020-06-17",2020-04-04,2279
"2020-06-17",2020-04-05,2276
"2020-06-17",2020-04-06,2444
"2020-06-17",2020-04-07,2290
"2020-06-17",2020-04-08,2423
"2020-06-17",2020-04-09,2528
"2020-06-17",2020-04-10,3461
"2020-06-17",2020-04-11,2428
"2020-06-17",2020-04-12,2843
"2020-06-17",2020-04-13,3077
"2020-06-17",2020-04-14,3038
"2020-06-17",2020-04-15,3508
"2020-06-17",2020-04-16,3087
"2020-06-17",2020-04-17,3347
"2020-06-17",2020-04-18,3553
"2020-06-17",2020-04-19,3298
"2020-06-17",2020-04-20,5219
"2020-06-17",2020-04-21,3225
"2020-06-17",2020-04-22,3545
"2020-06-17",2020-04-23,3708
"2020-06-17",2020-04-24,3854
"2020-06-17",2020-04-25,4117
"2020-06-17",2020-04-26,3773
"2020-06-17",2020-04-27,3976
"2020-06-17",2020-04-28,4038
"2020-06-17",2020-04-29,3282
"2020-06-17",2020-04-30,4283
"2020-06-17",2020-05-01,6280
"2020-06-17",2020-05-02,4163
"2020-06-17",2020-05-03,4022
"2020-06-17",2020-05-04,4528
"2020-06-17",2020-05-05,4600
"2020-06-17",2020-05-06,3812
"2020-06-17",2020-05-07,4001
"2020-06-17",2020-05-08,4221
"2020-06-17",2020-05-09,3932
"2020-06-17",2020-05-10,5599
"2020-06-17",2020-05-11,4194
"2020-06-17",2020-05-12,4064
"2020-06-17",2020-05-13,3951
"2020-06-17",2020-05-14,4026
"2020-06-17",2020-05-15,4748
"2020-06-17",2020-05-16,3819
"2020-06-17",2020-05-17,3726
"2020-06-17",2020-05-18,4188
"2020-06-17",2020-05-19,3552
"2020-06-17",2020-05-20,4900
"2020-06-17",2020-05-21,3465
"2020-06-17",2020-05-22,3544
"2020-06-17",2020-05-23,3158
"2020-06-17",2020-05-24,3114
"2020-06-17",2020-05-25,4155
"2020-06-17",2020-05-26,3142
"2020-06-17",2020-05-27,2990
"2020-06-17",2020-05-28,3301
"2020-06-17",2020-05-29,3143
"2020-06-17",2020-05-30,3036
"2020-06-17",2020-05-31,2884
"2020-06-17",2020-06-01,4598
"2020-06-17",2020-06-02,2812
"2020-06-17",2020-06-03,2753
"2020-06-17",2020-06-04,2560
"2020-06-17",2020-06-05,2681
"2020-06-17",2020-06-06,2372
"2020-06-17",2020-06-07,1939
"2020-06-17",2020-06-08,2051
"2020-06-17",2020-06-09,1558
"2020-06-17",2020-06-10,1619
"2020-06-17",2020-06-11,1030
"2020-06-17",2020-06-12,865
"2020-06-17",2020-06-13,594
"2020-06-17",2020-06-14,394
"2020-06-17",2020-06-15,222
"2020-06-17",2020-06-16,21
"2020-06-23",2019-12-29,42
"2020-06-23",2019-12-30,47
"2020-06-23",2019-12-31,49
"2020-06-23",2020-01-01,83
"2020-06-23",2020-01-02,56
"2020-06-23",2020-01-03,55
"2020-06-23",2020-01-04,44
"2020-06-23",2020-01-05,63
"2020-06-23",2020-01-06,68
"2020-06-23",2020-01-07,56
"2020-06-23",2020-01-08,53
"2020-06-23",2020-01-09,44
"2020-06-23",2020-01-10,69
"2020-06-23",2020-01-11,52
"2020-06-23",2020-01-12,54
"2020-06-23",2020-01-13,49
"2020-06-23",2020-01-14,64
"2020-06-23",2020-01-15,68
"2020-06-23",2020-01-16,65
"2020-06-23",2020-01-17,65
"2020-06-23",2020-01-18,49
"2020-06-23",2020-01-19,53
"2020-06-23",2020-01-20,58
"2020-06-23",2020-01-21,53
"2020-06-23",2020-01-22,52
"2020-06-23",2020-01-23,59
"2020-06-23",2020-01-24,51
"2020-06-23",2020-01-25,61
"2020-06-23",2020-01-26,57
"2020-06-23",2020-01-27,53
"2020-06-23",2020-01-28,54
"2020-06-23",2020-01-29,55
"2020-06-23",2020-01-30,62
"2020-06-23",2020-01-31,47
"2020-06-23",2020-02-01,85
"2020-06-23",2020-02-02,57
"2020-06-23",2020-02-03,64
"2020-06-23",2020-02-04,71
"2020-06-23",2020-02-05,75
"2020-06-23",2020-02-06,61
"2020-06-23",2020-02-07,76
"2020-06-23",2020-02-08,67
"2020-06-23",2020-02-09,77
"2020-06-23",2020-02-10,99
"2020-06-23",2020-02-11,69
"2020-06-23",2020-02-12,88
"2020-06-23",2020-02-13,78
"2020-06-23",2020-02-14,99
"2020-06-23",2020-02-15,97
"2020-06-23",2020-02-16,107
"2020-06-23",2020-02-17,134
"2020-06-23",2020-02-18,101
"2020-06-23",2020-02-19,102
"2020-06-23",2020-02-20,149
"2020-06-23",2020-02-21,122
"2020-06-23",2020-02-22,133
"2020-06-23",2020-02-23,123
"2020-06-23",2020-02-24,150
"2020-06-23",2020-02-25,172
"2020-06-23",2020-02-26,144
"2020-06-23",2020-02-27,164
"2020-06-23",2020-02-28,162
"2020-06-23",2020-02-29,155
"2020-06-23",2020-03-01,313
"2020-06-23",2020-03-02,244
"2020-06-23",2020-03-03,234
"2020-06-23",2020-03-04,203
"2020-06-23",2020-03-05,253
"2020-06-23",2020-03-06,284
"2020-06-23",2020-03-07,292
"2020-06-23",2020-03-08,355
"2020-06-23",2020-03-09,484
"2020-06-23",2020-03-10,671
"2020-06-23",2020-03-11,595
"2020-06-23",2020-03-12,808
"2020-06-23",2020-03-13,953
"2020-06-23",2020-03-14,1071
"2020-06-23",2020-03-15,1383
"2020-06-23",2020-03-16,1615
"2020-06-23",2020-03-17,1545
"2020-06-23",2020-03-18,1759
"2020-06-23",2020-03-19,1784
"2020-06-23",2020-03-20,2572
"2020-06-23",2020-03-21,1933
"2020-06-23",2020-03-22,1913
"2020-06-23",2020-03-23,2466
"2020-06-23",2020-03-24,2082
"2020-06-23",2020-03-25,2106
"2020-06-23",2020-03-26,2036
"2020-06-23",2020-03-27,2033
"2020-06-23",2020-03-28,1928
"2020-06-23",2020-03-29,1838
"2020-06-23",2020-03-30,2133
"2020-06-23",2020-03-31,1886
"2020-06-23",2020-04-01,2924
"2020-06-23",2020-04-02,2147
"2020-06-23",2020-04-03,2238
"2020-06-23",2020-04-04,2288
"2020-06-23",2020-04-05,2302
"2020-06-23",2020-04-06,2464
"2020-06-23",2020-04-07,2318
"2020-06-23",2020-04-08,2430
"2020-06-23",2020-04-09,2556
"2020-06-23",2020-04-10,3499
"2020-06-23",2020-04-11,2456
"2020-06-23",2020-04-12,2877
"2020-06-23",2020-04-13,3114
"2020-06-23",2020-04-14,3086
"2020-06-23",2020-04-15,3555
"2020-06-23",2020-04-16,3142
"2020-06-23",2020-04-17,3398
"2020-06-23",2020-04-18,3598
"2020-06-23",2020-04-19,3369
"2020-06-23",2020-04-20,5334
"2020-06-23",2020-04-21,3292
"2020-06-23",2020-04-22,3642
"2020-06-23",2020-04-23,3777
"2020-06-23",2020-04-24,3947
"2020-06-23",2020-04-25,4213
"2020-06-23",2020-04-26,3831
"2020-06-23",2020-04-27,4063
"2020-06-23",2020-04-28,4134
"2020-06-23",2020-04-29,3376
"2020-06-23",2020-04-30,4412
"2020-06-23",2020-05-01,6480
"2020-06-23",2020-05-02,4288
"2020-06-23",2020-05-03,4150
"2020-06-23",2020-05-04,4687
"2020-06-23",2020-05-05,4742
"2020-06-23",2020-05-06,3935
"2020-06-23",2020-05-07,4134
"2020-06-23",2020-05-08,4347
"2020-06-23",2020-05-09,4081
"2020-06-23",2020-05-10,5817
"2020-06-23",2020-05-11,4377
"2020-06-23",2020-05-12,4244
"2020-06-23",2020-05-13,4098
"2020-06-23",2020-05-14,4197
"2020-06-23",2020-05-15,4964
"2020-06-23",2020-05-16,4003
"2020-06-23",2020-05-17,3900
"2020-06-23",2020-05-18,4438
"2020-06-23",2020-05-19,3765
"2020-06-23",2020-05-20,5294
"2020-06-23",2020-05-21,3688
"2020-06-23",2020-05-22,3777
"2020-06-23",2020-05-23,3395
"2020-06-23",2020-05-24,3365
"2020-06-23",2020-05-25,4578
"2020-06-23",2020-05-26,3443
"2020-06-23",2020-05-27,3284
"2020-06-23",2020-05-28,3657
"2020-06-23",2020-05-29,3462
"2020-06-23",2020-05-30,3484
"2020-06-23",2020-05-31,3257
"2020-06-23",2020-06-01,5622
"2020-06-23",2020-06-02,3560
"2020-06-23",2020-06-03,3459
"2020-06-23",2020-06-04,3350
"2020-06-23",2020-06-05,3714
"2020-06-23",2020-06-06,3378
"2020-06-23",2020-06-07,3072
"2020-06-23",2020-06-08,3476
"2020-06-23",2020-06-09,2896
"2020-06-23",2020-06-10,3623
"2020-06-23",2020-06-11,2619
"2020-06-23",2020-06-12,2700
"2020-06-23",2020-06-13,2294
"2020-06-23",2020-06-14,2125
"2020-06-23",2020-06-15,2234
"2020-06-23",2020-06-16,1652
"2020-06-23",2020-06-17,1337
"2020-06-23",2020-06-18,1156
"2020-06-23",2020-06-19,873
"2020-06-23",2020-06-20,648
"2020-06-23",2020-06-21,356
"2020-06-23",2020-06-22,161
"2020-06-23",2020-06-23,12
